Country,Year,Consumtion,Unit,Commodity,Source,iso3
Australia,2013,35.000483991696186,billion cubic metres,gas,Energy Institute Statistical Review,AUS
Bangladesh,2013,21.952786625962503,billion cubic metres,gas,Energy Institute Statistical Review,BGD
China,2013,171.87854200897522,billion cubic metres,gas,Energy Institute Statistical Review,CHN
China Hong Kong SAR,2013,2.4833277,billion cubic metres,gas,Energy Institute Statistical Review,
India,2013,49.019301826391995,billion cubic metres,gas,Energy Institute Statistical Review,IND
Indonesia,2013,43.788361111111115,billion cubic metres,gas,Energy Institute Statistical Review,IDN
Japan,2013,123.53688474864244,billion cubic metres,gas,Energy Institute Statistical Review,JPN
Malaysia,2013,44.567323,billion cubic metres,gas,Energy Institute Statistical Review,MYS
New Zealand,2013,4.706489972063653,billion cubic metres,gas,Energy Institute Statistical Review,NZL
Pakistan,2013,35.585728645200916,billion cubic metres,gas,Energy Institute Statistical Review,PAK
Philippines,2013,3.3605412510030006,billion cubic metres,gas,Energy Institute Statistical Review,PHL
Singapore,2013,10.01524509225,billion cubic metres,gas,Energy Institute Statistical Review,SGP
South Korea,2013,54.9758241,billion cubic metres,gas,Energy Institute Statistical Review,KOR
Sri Lanka,2013,0.0,billion cubic metres,gas,Energy Institute Statistical Review,LKA
Taiwan,2013,17.937906615711903,billion cubic metres,gas,Energy Institute Statistical Review,TWN
Thailand,2013,48.86432567440891,billion cubic metres,gas,Energy Institute Statistical Review,THA
Vietnam,2013,9.409715,billion cubic metres,gas,Energy Institute Statistical Review,VNM
Canada,2014,109.841525,billion cubic metres,gas,Energy Institute Statistical Review,CAN
Mexico,2014,78.84844743684344,billion cubic metres,gas,Energy Institute Statistical Review,MEX
United States,2014,722.2604554491519,billion cubic metres,gas,Energy Institute Statistical Review,USA
Argentina,2014,46.15497906359691,billion cubic metres,gas,Energy Institute Statistical Review,ARG
Brazil,2014,40.65547424737805,billion cubic metres,gas,Energy Institute Statistical Review,BRA
Chile,2014,4.398931200000001,billion cubic metres,gas,Energy Institute Statistical Review,CHL
Colombia,2014,11.384061849065542,billion cubic metres,gas,Energy Institute Statistical Review,COL
Ecuador,2014,0.8725520483481727,billion cubic metres,gas,Energy Institute Statistical Review,ECU
Peru,2014,7.4316371643556725,billion cubic metres,gas,Energy Institute Statistical Review,PER
Trinidad and Tobago,2014,20.510088824783132,billion cubic metres,gas,Energy Institute Statistical Review,TTO
Venezuela,2014,34.026599379957254,billion cubic metres,gas,Energy Institute Statistical Review,VEN
Central America,2014,0.0,billion cubic metres,gas,Energy Institute Statistical Review,
Other Caribbean,2014,3.6788866558520423,billion cubic metres,gas,Energy Institute Statistical Review,
Other South America,2014,3.499449091007952,billion cubic metres,gas,Energy Institute Statistical Review,
Austria,2014,7.510975575030001,billion cubic metres,gas,Energy Institute Statistical Review,AUT
Belgium,2014,14.463000000000003,billion cubic metres,gas,Energy Institute Statistical Review,BEL
Bulgaria,2014,2.73615,billion cubic metres,gas,Energy Institute Statistical Review,BGR
Croatia,2014,2.348571111111111,billion cubic metres,gas,Energy Institute Statistical Review,HRV
Cyprus,2014,0.0,billion cubic metres,gas,Energy Institute Statistical Review,CYP
Czech Republic,2014,7.189799999999998,billion cubic metres,gas,Energy Institute Statistical Review,CZE
Denmark,2014,3.2894382258604664,billion cubic metres,gas,Energy Institute Statistical Review,DNK
Estonia,2014,0.5065500000000001,billion cubic metres,gas,Energy Institute Statistical Review,EST
Finland,2014,2.655666666666667,billion cubic metres,gas,Energy Institute Statistical Review,FIN
France,2014,37.908350525,billion cubic metres,gas,Energy Institute Statistical Review,FRA
Germany,2014,73.89502777777778,billion cubic metres,gas,Energy Institute Statistical Review,DEU
Greece,2014,3.1602989340146097,billion cubic metres,gas,Energy Institute Statistical Review,GRC
Hungary,2014,8.119611111111112,billion cubic metres,gas,Energy Institute Statistical Review,HUN
Iceland,2014,0.0,billion cubic metres,gas,Energy Institute Statistical Review,ISL
Ireland,2014,4.328269415864963,billion cubic metres,gas,Energy Institute Statistical Review,IRL
Italy,2014,58.97159340639986,billion cubic metres,gas,Energy Institute Statistical Review,ITA
Latvia,2014,1.2637625,billion cubic metres,gas,Energy Institute Statistical Review,LVA
Lithuania,2014,2.4017113,billion cubic metres,gas,Energy Institute Statistical Review,LTU
Luxembourg,2014,0.98059045,billion cubic metres,gas,Energy Institute Statistical Review,LUX
Netherlands,2014,34.32777777777778,billion cubic metres,gas,Energy Institute Statistical Review,NLD
North Macedonia,2014,0.129250005,billion cubic metres,gas,Energy Institute Statistical Review,MKD
Norway,2014,4.244949421998756,billion cubic metres,gas,Energy Institute Statistical Review,NOR
Poland,2014,17.01361111111111,billion cubic metres,gas,Energy Institute Statistical Review,POL
Portugal,2014,4.125960227506502,billion cubic metres,gas,Energy Institute Statistical Review,PRT
Romania,2014,10.873125,billion cubic metres,gas,Energy Institute Statistical Review,ROU
Slovakia,2014,4.387225,billion cubic metres,gas,Energy Institute Statistical Review,SVK
Slovenia,2014,0.7280815272500001,billion cubic metres,gas,Energy Institute Statistical Review,SVN
Spain,2014,27.523899922000005,billion cubic metres,gas,Energy Institute Statistical Review,ESP
Sweden,2014,0.8403750000000001,billion cubic metres,gas,Energy Institute Statistical Review,SWE
Switzerland,2014,3.1047222222222226,billion cubic metres,gas,Energy Institute Statistical Review,CHE
Turkey,2014,46.646527500000005,billion cubic metres,gas,Energy Institute Statistical Review,
Ukraine,2014,40.31710914454278,billion cubic metres,gas,Energy Institute Statistical Review,UKR
United Kingdom,2014,70.0555275,billion cubic metres,gas,Energy Institute Statistical Review,GBR
Azerbaijan,2014,9.85444605542655,billion cubic metres,gas,Energy Institute Statistical Review,AZE
Belarus,2014,19.121439528023593,billion cubic metres,gas,Energy Institute Statistical Review,BLR
Kazakhstan,2014,14.829569999999999,billion cubic metres,gas,Energy Institute Statistical Review,KAZ
Russian Federation,2014,422.19824299410027,billion cubic metres,gas,Energy Institute Statistical Review,RUS
Turkmenistan,2014,19.962996070672908,billion cubic metres,gas,Energy Institute Statistical Review,TKM
Uzbekistan,2014,48.5485,billion cubic metres,gas,Energy Institute Statistical Review,UZB
Iran,2014,173.40094390000002,billion cubic metres,gas,Energy Institute Statistical Review,IRN
Iraq,2014,7.5308343,billion cubic metres,gas,Energy Institute Statistical Review,IRQ
Israel,2014,7.184517713247222,billion cubic metres,gas,Energy Institute Statistical Review,ISR
Kuwait,2014,17.871143175318583,billion cubic metres,gas,Energy Institute Statistical Review,KWT
Oman,2014,21.314250026534683,billion cubic metres,gas,Energy Institute Statistical Review,OMN
Qatar,2014,38.002478333262644,billion cubic metres,gas,Energy Institute Statistical Review,QAT
Saudi Arabia,2014,97.261,billion cubic metres,gas,Energy Institute Statistical Review,SAU
United Arab Emirates,2014,63.8665258988094,billion cubic metres,gas,Energy Institute Statistical Review,ARE
Algeria,2014,36.091825,billion cubic metres,gas,Energy Institute Statistical Review,DZA
Egypt,2014,46.2187495,billion cubic metres,gas,Energy Institute Statistical Review,EGY
Morocco,2014,1.1739000000000002,billion cubic metres,gas,Energy Institute Statistical Review,MAR
South Africa,2014,4.298224547070313,billion cubic metres,gas,Energy Institute Statistical Review,ZAF
Eastern Africa,2014,1.2551069243705453,billion cubic metres,gas,Energy Institute Statistical Review,
Middle Africa,2014,3.8719609900675,billion cubic metres,gas,Energy Institute Statistical Review,
Western Africa,2014,16.005240654688485,billion cubic metres,gas,Energy Institute Statistical Review,
Other Northern Africa,2014,11.3200339125,billion cubic metres,gas,Energy Institute Statistical Review,
Other Southern Africa,2014,0.0,billion cubic metres,gas,Energy Institute Statistical Review,
Australia,2014,37.56774935797743,billion cubic metres,gas,Energy Institute Statistical Review,AUS
Bangladesh,2014,23.022271575187503,billion cubic metres,gas,Energy Institute Statistical Review,BGD
China,2014,188.3631355728822,billion cubic metres,gas,Energy Institute Statistical Review,CHN
China Hong Kong SAR,2014,2.3870397,billion cubic metres,gas,Energy Institute Statistical Review,
India,2014,48.501566759867984,billion cubic metres,gas,Energy Institute Statistical Review,IND
Indonesia,2014,44.133333333333326,billion cubic metres,gas,Energy Institute Statistical Review,IDN
Japan,2014,124.75211866547323,billion cubic metres,gas,Energy Institute Statistical Review,JPN
Malaysia,2014,44.709209,billion cubic metres,gas,Energy Institute Statistical Review,MYS
New Zealand,2014,5.228978109035545,billion cubic metres,gas,Energy Institute Statistical Review,NZL
Pakistan,2014,34.98668945100781,billion cubic metres,gas,Energy Institute Statistical Review,PAK
Philippines,2014,3.5342567014901256,billion cubic metres,gas,Energy Institute Statistical Review,PHL
Singapore,2014,10.3895188095975,billion cubic metres,gas,Energy Institute Statistical Review,SGP
South Korea,2014,50.00399910000001,billion cubic metres,gas,Energy Institute Statistical Review,KOR
Sri Lanka,2014,0.0,billion cubic metres,gas,Energy Institute Statistical Review,LKA
Taiwan,2014,18.8681686639083,billion cubic metres,gas,Energy Institute Statistical Review,TWN
Thailand,2014,49.94473217465306,billion cubic metres,gas,Energy Institute Statistical Review,THA
Vietnam,2014,9.85265,billion cubic metres,gas,Energy Institute Statistical Review,VNM
Canada,2015,110.33245,billion cubic metres,gas,Energy Institute Statistical Review,CAN
Mexico,2015,80.78291622407221,billion cubic metres,gas,Energy Institute Statistical Review,MEX
United States,2015,743.5794942879105,billion cubic metres,gas,Energy Institute Statistical Review,USA
Argentina,2015,46.6525682653602,billion cubic metres,gas,Energy Institute Statistical Review,ARG
Brazil,2015,42.936540872407065,billion cubic metres,gas,Energy Institute Statistical Review,BRA
Chile,2015,4.824285657000001,billion cubic metres,gas,Energy Institute Statistical Review,CHL
Colombia,2015,11.211729382158149,billion cubic metres,gas,Energy Institute Statistical Review,COL
Ecuador,2015,0.8210332117536661,billion cubic metres,gas,Energy Institute Statistical Review,ECU
Peru,2015,7.643131646131759,billion cubic metres,gas,Energy Institute Statistical Review,PER
Trinidad and Tobago,2015,19.604770328972734,billion cubic metres,gas,Energy Institute Statistical Review,TTO
Venezuela,2015,37.03823581737276,billion cubic metres,gas,Energy Institute Statistical Review,VEN
Central America,2015,0.0,billion cubic metres,gas,Energy Institute Statistical Review,
Other Caribbean,2015,3.6759067242170684,billion cubic metres,gas,Energy Institute Statistical Review,
Other South America,2015,3.4335250649575237,billion cubic metres,gas,Energy Institute Statistical Review,
Austria,2015,7.968095000729998,billion cubic metres,gas,Energy Institute Statistical Review,AUT
Belgium,2015,15.8499,billion cubic metres,gas,Energy Institute Statistical Review,BEL
Bulgaria,2015,3.00035,billion cubic metres,gas,Energy Institute Statistical Review,BGR
Croatia,2015,2.4212311111111107,billion cubic metres,gas,Energy Institute Statistical Review,HRV
Cyprus,2015,0.0,billion cubic metres,gas,Energy Institute Statistical Review,CYP
Czech Republic,2015,7.53945,billion cubic metres,gas,Energy Institute Statistical Review,CZE
Denmark,2015,3.30925261107145,billion cubic metres,gas,Energy Institute Statistical Review,DNK
Estonia,2015,0.45410000000000006,billion cubic metres,gas,Energy Institute Statistical Review,EST
Finland,2015,2.2878611111111113,billion cubic metres,gas,Energy Institute Statistical Review,FIN
France,2015,40.751764575,billion cubic metres,gas,Energy Institute Statistical Review,FRA
Germany,2015,76.95361111111112,billion cubic metres,gas,Energy Institute Statistical Review,DEU
Greece,2015,3.4126533,billion cubic metres,gas,Energy Institute Statistical Review,GRC
Hungary,2015,8.710666666666668,billion cubic metres,gas,Energy Institute Statistical Review,HUN
Iceland,2015,0.0,billion cubic metres,gas,Energy Institute Statistical Review,ISL
Ireland,2015,4.376369,billion cubic metres,gas,Energy Institute Statistical Review,IRL
Italy,2015,64.31541780200101,billion cubic metres,gas,Energy Institute Statistical Review,ITA
Latvia,2015,1.27435,billion cubic metres,gas,Energy Institute Statistical Review,LVA
Lithuania,2015,2.4037650000000004,billion cubic metres,gas,Energy Institute Statistical Review,LTU
Luxembourg,2015,0.894273925,billion cubic metres,gas,Energy Institute Statistical Review,LUX
Netherlands,2015,33.78888888888889,billion cubic metres,gas,Energy Institute Statistical Review,NLD
North Macedonia,2015,0.130195524,billion cubic metres,gas,Energy Institute Statistical Review,MKD
Norway,2015,4.509381892322726,billion cubic metres,gas,Energy Institute Statistical Review,NOR
Poland,2015,17.098805555555558,billion cubic metres,gas,Energy Institute Statistical Review,POL
Portugal,2015,4.819863296339999,billion cubic metres,gas,Energy Institute Statistical Review,PRT
Romania,2015,10.370825000000002,billion cubic metres,gas,Energy Institute Statistical Review,ROU
Slovakia,2015,4.511799999999999,billion cubic metres,gas,Energy Institute Statistical Review,SVK
Slovenia,2015,0.7724340206000001,billion cubic metres,gas,Energy Institute Statistical Review,SVN
Spain,2015,28.543783468000004,billion cubic metres,gas,Energy Institute Statistical Review,ESP
Sweden,2015,0.933575,billion cubic metres,gas,Energy Institute Statistical Review,SWE
Switzerland,2015,3.3172222222222225,billion cubic metres,gas,Energy Institute Statistical Review,CHE
Turkey,2015,45.95904250000001,billion cubic metres,gas,Energy Institute Statistical Review,
Ukraine,2015,31.988692232055058,billion cubic metres,gas,Energy Institute Statistical Review,UKR
United Kingdom,2015,72.04543559999999,billion cubic metres,gas,Energy Institute Statistical Review,GBR
Azerbaijan,2015,11.1465525,billion cubic metres,gas,Energy Institute Statistical Review,AZE
Belarus,2015,17.898910521140607,billion cubic metres,gas,Energy Institute Statistical Review,BLR
Kazakhstan,2015,13.802619274999998,billion cubic metres,gas,Energy Institute Statistical Review,KAZ
Russian Federation,2015,408.67482227138646,billion cubic metres,gas,Energy Institute Statistical Review,RUS
Turkmenistan,2015,25.386304916649813,billion cubic metres,gas,Energy Institute Statistical Review,TKM
Uzbekistan,2015,46.344375,billion cubic metres,gas,Energy Institute Statistical Review,UZB
Iran,2015,184.01948515,billion cubic metres,gas,Energy Institute Statistical Review,IRN
Iraq,2015,7.301096750000001,billion cubic metres,gas,Energy Institute Statistical Review,IRQ
Israel,2015,7.9903414793700005,billion cubic metres,gas,Energy Institute Statistical Review,ISR
Kuwait,2015,20.322706966985855,billion cubic metres,gas,Energy Institute Statistical Review,KWT
Oman,2015,23.092658578175474,billion cubic metres,gas,Energy Institute Statistical Review,OMN
Qatar,2015,43.536597457358624,billion cubic metres,gas,Energy Institute Statistical Review,QAT
Saudi Arabia,2015,99.22749999999999,billion cubic metres,gas,Energy Institute Statistical Review,SAU
United Arab Emirates,2015,71.26106337315625,billion cubic metres,gas,Energy Institute Statistical Review,ARE
Algeria,2015,37.9225,billion cubic metres,gas,Energy Institute Statistical Review,DZA
Egypt,2015,46.018770874999994,billion cubic metres,gas,Energy Institute Statistical Review,EGY
Morocco,2015,1.1770797499999999,billion cubic metres,gas,Energy Institute Statistical Review,MAR
South Africa,2015,4.318626836132813,billion cubic metres,gas,Energy Institute Statistical Review,ZAF
Eastern Africa,2015,1.6266698932327206,billion cubic metres,gas,Energy Institute Statistical Review,
Middle Africa,2015,4.248929453336989,billion cubic metres,gas,Energy Institute Statistical Review,
Western Africa,2015,23.87977626028482,billion cubic metres,gas,Energy Institute Statistical Review,
Other Northern Africa,2015,11.583765997127697,billion cubic metres,gas,Energy Institute Statistical Review,
Other Southern Africa,2015,0.0,billion cubic metres,gas,Energy Institute Statistical Review,
Australia,2015,38.9949595533653,billion cubic metres,gas,Energy Institute Statistical Review,AUS
Bangladesh,2015,25.854062763375005,billion cubic metres,gas,Energy Institute Statistical Review,BGD
China,2015,194.6895280235988,billion cubic metres,gas,Energy Institute Statistical Review,CHN
China Hong Kong SAR,2015,3.045637125,billion cubic metres,gas,Energy Institute Statistical Review,
India,2015,47.806837508544945,billion cubic metres,gas,Energy Institute Statistical Review,IND
Indonesia,2015,46.922999999999995,billion cubic metres,gas,Energy Institute Statistical Review,IDN
Japan,2015,118.71764607207865,billion cubic metres,gas,Energy Institute Statistical Review,JPN
Malaysia,2015,46.83982500000001,billion cubic metres,gas,Energy Institute Statistical Review,MYS
New Zealand,2015,4.801890490963906,billion cubic metres,gas,Energy Institute Statistical Review,NZL
Pakistan,2015,36.53418039705808,billion cubic metres,gas,Energy Institute Statistical Review,PAK
Philippines,2015,3.3225011734263754,billion cubic metres,gas,Energy Institute Statistical Review,PHL
Singapore,2015,11.5786509451275,billion cubic metres,gas,Energy Institute Statistical Review,SGP
South Korea,2015,45.64972710000001,billion cubic metres,gas,Energy Institute Statistical Review,KOR
Sri Lanka,2015,0.0,billion cubic metres,gas,Energy Institute Statistical Review,LKA
Taiwan,2015,20.180359992816907,billion cubic metres,gas,Energy Institute Statistical Review,TWN
Thailand,2015,50.96095611052628,billion cubic metres,gas,Energy Institute Statistical Review,THA
Vietnam,2015,10.2869,billion cubic metres,gas,Energy Institute Statistical Review,VNM
Canada,2016,105.63790000000002,billion cubic metres,gas,Energy Institute Statistical Review,CAN
Mexico,2016,85.308122041362,billion cubic metres,gas,Energy Institute Statistical Review,MEX
United States,2016,749.0989398517032,billion cubic metres,gas,Energy Institute Statistical Review,USA
Argentina,2016,48.210011188143575,billion cubic metres,gas,Energy Institute Statistical Review,ARG
Brazil,2016,37.08788244823893,billion cubic metres,gas,Energy Institute Statistical Review,BRA
Chile,2016,5.916300789000001,billion cubic metres,gas,Energy Institute Statistical Review,CHL
Colombia,2016,12.068477538852012,billion cubic metres,gas,Energy Institute Statistical Review,COL
Ecuador,2016,0.8863090931592756,billion cubic metres,gas,Energy Institute Statistical Review,ECU
Peru,2016,8.493305559203307,billion cubic metres,gas,Energy Institute Statistical Review,PER
Trinidad and Tobago,2016,16.94447111534058,billion cubic metres,gas,Energy Institute Statistical Review,TTO
Venezuela,2016,37.23873394612107,billion cubic metres,gas,Energy Institute Statistical Review,VEN
Central America,2016,0.0,billion cubic metres,gas,Energy Institute Statistical Review,
Other Caribbean,2016,3.827048729145878,billion cubic metres,gas,Energy Institute Statistical Review,
Other South America,2016,3.6009497514177764,billion cubic metres,gas,Energy Institute Statistical Review,
Austria,2016,8.34219028152,billion cubic metres,gas,Energy Institute Statistical Review,AUT
Belgium,2016,16.1892,billion cubic metres,gas,Energy Institute Statistical Review,BEL
Bulgaria,2016,3.1250500000000008,billion cubic metres,gas,Energy Institute Statistical Review,BGR
Croatia,2016,2.524353333333333,billion cubic metres,gas,Energy Institute Statistical Review,HRV
Cyprus,2016,0.0,billion cubic metres,gas,Energy Institute Statistical Review,CYP
Czech Republic,2016,8.159975,billion cubic metres,gas,Energy Institute Statistical Review,CZE
Denmark,2016,3.3652532645595556,billion cubic metres,gas,Energy Institute Statistical Review,DNK
Estonia,2016,0.49807499999999993,billion cubic metres,gas,Energy Institute Statistical Review,EST
Finland,2016,2.0076666666666667,billion cubic metres,gas,Energy Institute Statistical Review,FIN
France,2016,44.529939575,billion cubic metres,gas,Energy Institute Statistical Review,FRA
Germany,2016,84.88475000000001,billion cubic metres,gas,Energy Institute Statistical Review,DEU
Greece,2016,4.441999999999999,billion cubic metres,gas,Energy Institute Statistical Review,GRC
Hungary,2016,9.336222222222222,billion cubic metres,gas,Energy Institute Statistical Review,HUN
Iceland,2016,0.0,billion cubic metres,gas,Energy Institute Statistical Review,ISL
Ireland,2016,4.920653,billion cubic metres,gas,Energy Institute Statistical Review,IRL
Italy,2016,67.54583653290078,billion cubic metres,gas,Energy Institute Statistical Review,ITA
Latvia,2016,1.3195875,billion cubic metres,gas,Energy Institute Statistical Review,LVA
Lithuania,2016,2.141865,billion cubic metres,gas,Energy Institute Statistical Review,LTU
Luxembourg,2016,0.824701825,billion cubic metres,gas,Energy Institute Statistical Review,LUX
Netherlands,2016,35.16388888888889,billion cubic metres,gas,Energy Institute Statistical Review,NLD
North Macedonia,2016,0.20473385941600003,billion cubic metres,gas,Energy Institute Statistical Review,MKD
Norway,2016,4.346553583664565,billion cubic metres,gas,Energy Institute Statistical Review,NOR
Poland,2016,18.25761111111111,billion cubic metres,gas,Energy Institute Statistical Review,POL
Portugal,2016,5.073813041580001,billion cubic metres,gas,Energy Institute Statistical Review,PRT
Romania,2016,10.494610861111111,billion cubic metres,gas,Energy Institute Statistical Review,ROU
Slovakia,2016,4.5302750000000005,billion cubic metres,gas,Energy Institute Statistical Review,SVK
Slovenia,2016,0.81906012705,billion cubic metres,gas,Energy Institute Statistical Review,SVN
Spain,2016,29.121594432000002,billion cubic metres,gas,Energy Institute Statistical Review,ESP
Sweden,2016,0.9989000000000001,billion cubic metres,gas,Energy Institute Statistical Review,SWE
Switzerland,2016,3.4850000000000003,billion cubic metres,gas,Energy Institute Statistical Review,CHE
Turkey,2016,44.50460000000001,billion cubic metres,gas,Energy Institute Statistical Review,
Ukraine,2016,31.420845624385453,billion cubic metres,gas,Energy Institute Statistical Review,UKR
United Kingdom,2016,79.8983289,billion cubic metres,gas,Energy Institute Statistical Review,GBR
Azerbaijan,2016,10.930647500000003,billion cubic metres,gas,Energy Institute Statistical Review,AZE
Belarus,2016,17.78751622418879,billion cubic metres,gas,Energy Institute Statistical Review,BLR
Kazakhstan,2016,15.014509975,billion cubic metres,gas,Energy Institute Statistical Review,KAZ
Russian Federation,2016,420.6463901179941,billion cubic metres,gas,Energy Institute Statistical Review,RUS
Turkmenistan,2016,25.115005168222833,billion cubic metres,gas,Energy Institute Statistical Review,TKM
Uzbekistan,2016,43.326892650513145,billion cubic metres,gas,Energy Institute Statistical Review,UZB
Iran,2016,196.31904750000004,billion cubic metres,gas,Energy Institute Statistical Review,IRN
Iraq,2016,9.895578099999998,billion cubic metres,gas,Energy Institute Statistical Review,IRQ
Israel,2016,9.17796655062,billion cubic metres,gas,Energy Institute Statistical Review,ISR
Kuwait,2016,21.149913402188833,billion cubic metres,gas,Energy Institute Statistical Review,KWT
Oman,2016,22.932651124605997,billion cubic metres,gas,Energy Institute Statistical Review,OMN
Qatar,2016,41.6879231167938,billion cubic metres,gas,Energy Institute Statistical Review,QAT
Saudi Arabia,2016,105.31700000000001,billion cubic metres,gas,Energy Institute Statistical Review,SAU
United Arab Emirates,2016,71.53653206011236,billion cubic metres,gas,Energy Institute Statistical Review,ARE
Algeria,2016,38.596250000000005,billion cubic metres,gas,Energy Institute Statistical Review,DZA
Egypt,2016,49.3541125,billion cubic metres,gas,Energy Institute Statistical Review,EGY
Morocco,2016,1.1975874673333335,billion cubic metres,gas,Energy Institute Statistical Review,MAR
South Africa,2016,3.654656238671874,billion cubic metres,gas,Energy Institute Statistical Review,ZAF
Eastern Africa,2016,2.049894560345347,billion cubic metres,gas,Energy Institute Statistical Review,
Middle Africa,2016,5.502705029558644,billion cubic metres,gas,Energy Institute Statistical Review,
Western Africa,2016,21.107436913426767,billion cubic metres,gas,Energy Institute Statistical Review,
Other Northern Africa,2016,13.584023871732438,billion cubic metres,gas,Energy Institute Statistical Review,
Other Southern Africa,2016,0.0,billion cubic metres,gas,Energy Institute Statistical Review,
Australia,2016,37.952663850672224,billion cubic metres,gas,Energy Institute Statistical Review,AUS
Bangladesh,2016,26.4509465653125,billion cubic metres,gas,Energy Institute Statistical Review,BGD
China,2016,209.4410888219803,billion cubic metres,gas,Energy Institute Statistical Review,CHN
China Hong Kong SAR,2016,3.1265652099609373,billion cubic metres,gas,Energy Institute Statistical Review,
India,2016,50.79098185873363,billion cubic metres,gas,Energy Institute Statistical Review,IND
Indonesia,2016,44.01391666666666,billion cubic metres,gas,Energy Institute Statistical Review,IDN
Japan,2016,116.41744546017499,billion cubic metres,gas,Energy Institute Statistical Review,JPN
Malaysia,2016,44.99298100000001,billion cubic metres,gas,Energy Institute Statistical Review,MYS
New Zealand,2016,4.797363018294938,billion cubic metres,gas,Energy Institute Statistical Review,NZL
Pakistan,2016,38.65067224339869,billion cubic metres,gas,Energy Institute Statistical Review,PAK
Philippines,2016,3.8098642485795002,billion cubic metres,gas,Energy Institute Statistical Review,PHL
Singapore,2016,11.902108659307501,billion cubic metres,gas,Energy Institute Statistical Review,SGP
South Korea,2016,47.643690600000006,billion cubic metres,gas,Energy Institute Statistical Review,KOR
Sri Lanka,2016,0.0,billion cubic metres,gas,Energy Institute Statistical Review,LKA
Taiwan,2016,20.9654048120814,billion cubic metres,gas,Energy Institute Statistical Review,TWN
Thailand,2016,50.564255109921234,billion cubic metres,gas,Energy Institute Statistical Review,THA
Vietnam,2016,10.23865,billion cubic metres,gas,Energy Institute Statistical Review,VNM
Canada,2017,109.639075,billion cubic metres,gas,Energy Institute Statistical Review,CAN
Mexico,2017,89.67774691700444,billion cubic metres,gas,Energy Institute Statistical Review,MEX
United States,2017,739.8232316886201,billion cubic metres,gas,Energy Institute Statistical Review,USA
Argentina,2017,48.300028552561514,billion cubic metres,gas,Energy Institute Statistical Review,ARG
Brazil,2017,37.632028349818675,billion cubic metres,gas,Energy Institute Statistical Review,BRA
Chile,2017,5.614596942368071,billion cubic metres,gas,Energy Institute Statistical Review,CHL
Colombia,2017,11.83053248142115,billion cubic metres,gas,Energy Institute Statistical Review,COL
Ecuador,2017,0.86857817273325,billion cubic metres,gas,Energy Institute Statistical Review,ECU
Peru,2017,7.491935898735609,billion cubic metres,gas,Energy Institute Statistical Review,PER
Trinidad and Tobago,2017,18.34932823094331,billion cubic metres,gas,Energy Institute Statistical Review,TTO
Venezuela,2017,38.60538774256948,billion cubic metres,gas,Energy Institute Statistical Review,VEN
Central America,2017,0.0,billion cubic metres,gas,Energy Institute Statistical Review,
Other Caribbean,2017,3.466237462971929,billion cubic metres,gas,Energy Institute Statistical Review,
Other South America,2017,3.9108169461578286,billion cubic metres,gas,Energy Institute Statistical Review,
Austria,2017,9.06985384839,billion cubic metres,gas,Energy Institute Statistical Review,AUT
Belgium,2017,16.411499999999997,billion cubic metres,gas,Energy Institute Statistical Review,BEL
Bulgaria,2017,3.21365,billion cubic metres,gas,Energy Institute Statistical Review,BGR
Croatia,2017,2.8996669444444447,billion cubic metres,gas,Energy Institute Statistical Review,HRV
Cyprus,2017,0.0,billion cubic metres,gas,Energy Institute Statistical Review,CYP
Czech Republic,2017,8.374775,billion cubic metres,gas,Energy Institute Statistical Review,CZE
Denmark,2017,3.216100375620333,billion cubic metres,gas,Energy Institute Statistical Review,DNK
Estonia,2017,0.48887925,billion cubic metres,gas,Energy Institute Statistical Review,EST
Finland,2017,1.8324166666666666,billion cubic metres,gas,Energy Institute Statistical Review,FIN
France,2017,44.76569897500001,billion cubic metres,gas,Energy Institute Statistical Review,FRA
Germany,2017,87.73847222222223,billion cubic metres,gas,Energy Institute Statistical Review,DEU
Greece,2017,5.356999999999998,billion cubic metres,gas,Energy Institute Statistical Review,GRC
Hungary,2017,9.934138888888892,billion cubic metres,gas,Energy Institute Statistical Review,HUN
Iceland,2017,0.0,billion cubic metres,gas,Energy Institute Statistical Review,ISL
Ireland,2017,5.01888065650663,billion cubic metres,gas,Energy Institute Statistical Review,IRL
Italy,2017,71.57879707774143,billion cubic metres,gas,Energy Institute Statistical Review,ITA
Latvia,2017,1.1963875000000002,billion cubic metres,gas,Energy Institute Statistical Review,LVA
Lithuania,2017,2.228886,billion cubic metres,gas,Energy Institute Statistical Review,LTU
Luxembourg,2017,0.8061143,billion cubic metres,gas,Energy Institute Statistical Review,LUX
Netherlands,2017,36.30555555555556,billion cubic metres,gas,Energy Institute Statistical Review,NLD
North Macedonia,2017,0.26327944572500006,billion cubic metres,gas,Energy Institute Statistical Review,MKD
Norway,2017,4.543871140420882,billion cubic metres,gas,Energy Institute Statistical Review,NOR
Poland,2017,19.180333333333333,billion cubic metres,gas,Energy Institute Statistical Review,POL
Portugal,2017,6.3394846282440005,billion cubic metres,gas,Energy Institute Statistical Review,PRT
Romania,2017,11.290268694444444,billion cubic metres,gas,Energy Institute Statistical Review,ROU
Slovakia,2017,4.810944666666667,billion cubic metres,gas,Energy Institute Statistical Review,SVK
Slovenia,2017,0.8622060256650501,billion cubic metres,gas,Energy Institute Statistical Review,SVN
Spain,2017,31.71211413000001,billion cubic metres,gas,Energy Institute Statistical Review,ESP
